Iteration,E_total,E_kinetic,E_potential,Temperature,Pressure,
359      ,-4617.520659,5627.612381,-10245.133040,3.755497   ,1.844387,
360      ,-4617.697420,5641.862551,-10259.559971,3.765007   ,1.877060,
361      ,-4617.633216,5646.278240,-10263.911455,3.767953   ,1.893928,
362      ,-4617.563851,5641.384430,-10258.948281,3.764688   ,1.895947,
363      ,-4617.771619,5628.574195,-10246.345814,3.756139   ,1.885458,
364      ,-4618.062695,5606.947125,-10225.009820,3.741706   ,1.860681,
365      ,-4618.007406,5575.569865,-10193.577271,3.720767   ,1.819494,
366      ,-4617.818063,5537.327756,-10155.145820,3.695247   ,1.766532,
367      ,-4617.328971,5498.156351,-10115.485322,3.669107   ,1.710969,
368      ,-4616.599662,5467.773014,-10084.372676,3.648831   ,1.668295,
369      ,-4615.961498,5458.411867,-10074.373365,3.642584   ,1.658120,
370      ,-4616.367544,5478.229152,-10094.596696,3.655809   ,1.694036,
371      ,-4618.390490,5517.856847,-10136.247337,3.682253   ,1.761671,
372      ,-4619.695468,5549.108770,-10168.804237,3.703109   ,1.813921,
373      ,-4619.427858,5550.803584,-10170.231443,3.704240   ,1.816170,
374      ,-4618.353829,5523.703385,-10142.057214,3.686155   ,1.770063,
375      ,-4617.667484,5482.048010,-10099.715494,3.658357   ,1.699670,
376      ,-4617.401729,5438.648796,-10056.050524,3.629395   ,1.626612,
377      ,-4616.593177,5403.556310,-10020.149486,3.605977   ,1.567363,
378      ,-4616.653291,5387.716432,-10004.369724,3.595406   ,1.542039,
379      ,-4616.910284,5392.206171,-10009.116455,3.598403   ,1.552349,
380      ,-4616.950937,5412.118158,-10029.069095,3.611690   ,1.590190,
381      ,-4617.844450,5441.728782,-10059.573232,3.631451   ,1.647129,
382      ,-4619.183613,5465.622768,-10084.806381,3.647396   ,1.698057,
383      ,-4619.099345,5466.048050,-10085.147395,3.647680   ,1.713004,
384      ,-4616.999388,5446.549785,-10063.549172,3.634668   ,1.696454,
385      ,-4616.703971,5433.133521,-10049.837492,3.625715   ,1.692384,
386      ,-4618.439817,5430.896614,-10049.336431,3.624222   ,1.708709,
387      ,-4618.285990,5421.891641,-10040.177631,3.618213   ,1.713247,
388      ,-4617.385062,5404.992583,-10022.377645,3.606935   ,1.705289,
389      ,-4616.471647,5393.958739,-10010.430385,3.599572   ,1.706477,
390      ,-4617.080707,5399.544098,-10016.624805,3.603299   ,1.735068,
391      ,-4617.349815,5416.796117,-10034.145933,3.614812   ,1.781263,
392      ,-4617.537663,5438.743935,-10056.281598,3.629459   ,1.834325,
393      ,-4617.876023,5460.431573,-10078.307596,3.643932   ,1.886265,
394      ,-4617.543234,5477.928244,-10095.471478,3.655608   ,1.929422,
395      ,-4617.266153,5494.040535,-10111.306688,3.666360   ,1.968234,
396      ,-4617.673458,5510.960808,-10128.634266,3.677652   ,2.006165,
397      ,-4617.871912,5523.991689,-10141.863601,3.686347   ,2.034528,
398      ,-4617.416247,5530.625685,-10148.041932,3.690775   ,2.048500,
399      ,-4617.259768,5535.163677,-10152.423445,3.693803   ,2.055276,
400      ,-4617.890478,5538.651862,-10156.542340,3.696131   ,2.056884,
401      ,-4618.674221,5532.708045,-10151.382266,3.692164   ,2.040443,
402      ,-4618.339161,5508.694509,-10127.033670,3.676139   ,1.992876,
403      ,-4616.897098,5472.737432,-10089.634530,3.652144   ,1.925783,
404      ,-4616.163477,5443.820892,-10059.984369,3.632847   ,1.872419,
405      ,-4617.101926,5431.379238,-10048.481165,3.624544   ,1.849619,
406      ,-4617.868699,5425.373147,-10043.241846,3.620536   ,1.840061,
407      ,-4617.499217,5415.707680,-10033.206897,3.614086   ,1.826548,
408      ,-4617.264524,5404.654733,-10021.919257,3.606710   ,1.813099,
409      ,-4617.830306,5394.065311,-10011.895617,3.599643   ,1.802695,
410      ,-4617.674292,5379.328930,-9997.003222 ,3.589809   ,1.786378,
411      ,-4616.641428,5363.860619,-9980.502047 ,3.579487   ,1.769231,
412      ,-4616.149561,5361.131822,-9977.281383 ,3.577666   ,1.773314,
413      ,-4617.182536,5376.913226,-9994.095762 ,3.588197   ,1.808018,
414      ,-4618.813034,5397.416924,-10016.229958,3.601880   ,1.850336,
415      ,-4619.275312,5401.589681,-10020.864993,3.604664   ,1.865301,
416      ,-4618.316442,5383.463422,-10001.779864,3.592568   ,1.843377,
417      ,-4617.211258,5356.067415,-9973.278673 ,3.574286   ,1.806722,
418      ,-4616.289732,5337.520377,-9953.810109 ,3.561909   ,1.784735,
419      ,-4616.079015,5341.372965,-9957.451980 ,3.564480   ,1.799915,
420      ,-4616.709885,5369.636636,-9986.346520 ,3.583341   ,1.855884,
421      ,-4617.714438,5411.309406,-10029.023845,3.611151   ,1.934702,
422      ,-4618.596114,5449.199571,-10067.795685,3.636436   ,2.008248,
423      ,-4618.912672,5468.230321,-10087.142992,3.649136   ,2.051693,
424      ,-4618.282741,5463.002881,-10081.285621,3.645648   ,2.055673,
425      ,-4616.764741,5443.054608,-10059.819349,3.632335   ,2.034826,
426      ,-4615.984549,5428.668110,-10044.652659,3.622735   ,2.022199,
427      ,-4617.051674,5428.803449,-10045.855123,3.622825   ,2.032746,
428      ,-4617.656732,5431.392090,-10049.048822,3.624553   ,2.044910,
429      ,-4617.665158,5424.732504,-10042.397662,3.620108   ,2.039990,
430      ,-4617.306665,5406.571875,-10023.878540,3.607989   ,2.014380,
431      ,-4616.551913,5382.196942,-9998.748855 ,3.591723   ,1.976339,
432      ,-4616.210750,5361.287431,-9977.498182 ,3.577769   ,1.942336,
433      ,-4616.340431,5348.841618,-9965.182049 ,3.569464   ,1.920976,
434      ,-4616.394687,5343.464160,-9959.858847 ,3.565875   ,1.910225,
435      ,-4616.421195,5343.119362,-9959.540557 ,3.565645   ,1.907327,
436      ,-4616.813787,5345.321137,-9962.134923 ,3.567115   ,1.908833,
437      ,-4617.193676,5344.246826,-9961.440502 ,3.566398   ,1.905166,
438      ,-4617.076422,5334.916533,-9951.992955 ,3.560171   ,1.888067,
439      ,-4616.712546,5318.536973,-9935.249519 ,3.549241   ,1.859871,
440      ,-4616.545989,5300.039815,-9916.585804 ,3.536897   ,1.829042,
441      ,-4616.767195,5282.223931,-9898.991126 ,3.525008   ,1.800520,
442      ,-4617.171228,5263.098672,-9880.269900 ,3.512245   ,1.771435,
443      ,-4617.136688,5239.225879,-9856.362567 ,3.496314   ,1.736305,
444      ,-4616.334210,5213.587227,-9829.921437 ,3.479204   ,1.699932,
445      ,-4615.542529,5198.308278,-9813.850807 ,3.469008   ,1.682323,
446      ,-4615.859530,5203.762337,-9819.621867 ,3.472648   ,1.700824,
447      ,-4616.967335,5225.402644,-9842.369979 ,3.487089   ,1.747755,
448      ,-4617.783607,5247.291994,-9865.075601 ,3.501696   ,1.796567,
449      ,-4617.956445,5255.780283,-9873.736729 ,3.507361   ,1.824881,
450      ,-4617.381882,5247.123233,-9864.505115 ,3.501584   ,1.826084,
451      ,-4616.578302,5228.116163,-9844.694466 ,3.488900   ,1.811008,
452      ,-4616.348416,5208.919321,-9825.267737 ,3.476089   ,1.796421,
453      ,-4616.794029,5193.028008,-9809.822038 ,3.465484   ,1.788287,
454      ,-4617.073451,5176.245604,-9793.319055 ,3.454285   ,1.779759,
455      ,-4616.444530,5156.973949,-9773.418479 ,3.441424   ,1.768054,
456      ,-4615.585244,5144.080471,-9759.665714 ,3.432820   ,1.767903,
457      ,-4615.831383,5147.530031,-9763.361415 ,3.435122   ,1.796168,
458      ,-4616.554100,5164.293314,-9780.847413 ,3.446309   ,1.847012,
459      ,-4616.845940,5183.844032,-9800.689972 ,3.459355   ,1.902130,
460      ,-4617.062049,5199.141243,-9816.203292 ,3.469564   ,1.949503,
461      ,-4617.562791,5204.845098,-9822.407889 ,3.473370   ,1.979787,
462      ,-4617.696399,5194.632679,-9812.329077 ,3.466555   ,1.981589,
463      ,-4616.978230,5168.354792,-9785.333022 ,3.449019   ,1.953978,
464      ,-4616.204535,5136.591654,-9752.796189 ,3.427822   ,1.914528,
465      ,-4616.373919,5110.611955,-9726.985874 ,3.410485   ,1.882371,
466      ,-4616.919280,5090.992438,-9707.911717 ,3.397392   ,1.858504,
467      ,-4616.801538,5073.468845,-9690.270383 ,3.385698   ,1.835856,
468      ,-4616.841539,5058.664721,-9675.506260 ,3.375819   ,1.816929,
469      ,-4617.142454,5045.948026,-9663.090481 ,3.367333   ,1.801581,
470      ,-4616.717270,5032.984020,-9649.701291 ,3.358681   ,1.785872,
471      ,-4616.108229,5024.530351,-9640.638580 ,3.353040   ,1.778295,
472      ,-4616.129967,5027.473142,-9643.603109 ,3.355004   ,1.790530,
473      ,-4616.828917,5040.504875,-9657.333792 ,3.363700   ,1.820413,
474      ,-4617.606486,5053.020453,-9670.626939 ,3.372052   ,1.850486,
475      ,-4617.667877,5053.859235,-9671.527112 ,3.372612   ,1.862191,
476      ,-4616.997929,5041.590506,-9658.588435 ,3.364425   ,1.853045,
477      ,-4616.273234,5025.236074,-9641.509308 ,3.353511   ,1.837727,
478      ,-4616.272495,5014.607357,-9630.879853 ,3.346418   ,1.832506,
479      ,-4616.404950,5011.467680,-9627.872630 ,3.344323   ,1.839761,
480      ,-4616.064570,5015.016497,-9631.081067 ,3.346691   ,1.857579,
481      ,-4616.104912,5027.685737,-9643.790649 ,3.355146   ,1.890114,
482      ,-4616.744061,5047.549018,-9664.293079 ,3.368401   ,1.933695,
483      ,-4617.344856,5065.405671,-9682.750527 ,3.380317   ,1.972468,
484      ,-4617.461681,5072.077775,-9689.539456 ,3.384770   ,1.991155,
485      ,-4617.000257,5065.408776,-9682.409033 ,3.380320   ,1.986175,
486      ,-4616.564664,5050.854082,-9667.418746 ,3.370607   ,1.966953,
487      ,-4616.400109,5034.902583,-9651.302693 ,3.359962   ,1.944387,
488      ,-4616.119219,5021.741658,-9637.860877 ,3.351179   ,1.925078,
489      ,-4615.772281,5016.384237,-9632.156518 ,3.347604   ,1.916987,
490      ,-4616.304945,5021.950921,-9638.255866 ,3.351319   ,1.925797,
491      ,-4616.910212,5031.822874,-9648.733086 ,3.357906   ,1.940117,
492      ,-4616.892884,5037.371025,-9654.263909 ,3.361609   ,1.945708,
493      ,-4616.793541,5036.799738,-9653.593279 ,3.361228   ,1.940408,
494      ,-4616.688461,5031.563436,-9648.251897 ,3.357733   ,1.926798,
495      ,-4616.535201,5023.928527,-9640.463727 ,3.352638   ,1.908863,
496      ,-4616.486217,5016.476801,-9632.963018 ,3.347666   ,1.891415,
497      ,-4616.655406,5010.065595,-9626.721002 ,3.343387   ,1.876529,
498      ,-4616.993522,5002.338726,-9619.332248 ,3.338231   ,1.861055,
499      ,-4617.029986,4989.282335,-9606.312321 ,3.329518   ,1.838756,
500      ,-4616.226186,4971.886201,-9588.112387 ,3.317909   ,1.810949,
501      ,-4615.428424,4960.496219,-9575.924642 ,3.310308   ,1.794774,
502      ,-4615.629342,4964.406613,-9580.035955 ,3.312917   ,1.805695,
503      ,-4616.164028,4981.003448,-9597.167477 ,3.323993   ,1.838653,
504      ,-4616.465594,5001.603597,-9618.069190 ,3.337740   ,1.879011,
505      ,-4616.564017,5019.553575,-9636.117592 ,3.349719   ,1.915758,
506      ,-4616.409422,5031.882840,-9648.292263 ,3.357947   ,1.943592,
507      ,-4616.216984,5039.188976,-9655.405959 ,3.362822   ,1.963265,
508      ,-4616.322179,5042.838734,-9659.160913 ,3.365258   ,1.977117,
509      ,-4616.626312,5041.413674,-9658.039986 ,3.364307   ,1.982984,
510      ,-4616.434713,5032.897564,-9649.332278 ,3.358624   ,1.977311,
511      ,-4615.481025,5022.738906,-9638.219932 ,3.351844   ,1.968458,
512      ,-4615.160145,5024.026535,-9639.186680 ,3.352704   ,1.978122,
513      ,-4616.237352,5040.687870,-9656.925222 ,3.363822   ,2.012949,
514      ,-4617.231669,5059.469656,-9676.701324 ,3.376356   ,2.050542,
515      ,-4617.162532,5066.223443,-9683.385974 ,3.380863   ,2.067756,
516      ,-4616.531941,5059.641129,-9676.173070 ,3.376471   ,2.063082,
517      ,-4616.083535,5046.898505,-9662.982040 ,3.367967   ,2.048694,
518      ,-4615.757883,5034.723266,-9650.481150 ,3.359842   ,2.035316,
519      ,-4615.709877,5027.285785,-9642.995662 ,3.354879   ,2.029763,
520      ,-4616.049493,5024.591346,-9640.640839 ,3.353081   ,2.032005,
521      ,-4616.534665,5021.637339,-9638.172004 ,3.351109   ,2.033678,
522      ,-4616.782622,5011.837189,-9628.619811 ,3.344569   ,2.023820,
523      ,-4616.653995,4992.142849,-9608.796844 ,3.331427   ,1.997404,
524      ,-4616.358476,4964.994119,-9581.352594 ,3.313309   ,1.958622,
525      ,-4616.002947,4936.259388,-9552.262335 ,3.294134   ,1.917198,
526      ,-4615.801001,4912.774474,-9528.575474 ,3.278461   ,1.884656,
527      ,-4615.777515,4899.210310,-9514.987825 ,3.269410   ,1.868959,
528      ,-4615.574566,4897.905886,-9513.480451 ,3.268539   ,1.873753,
529      ,-4615.934429,4909.864511,-9525.798940 ,3.276520   ,1.901392,
530      ,-4616.698408,4928.736174,-9545.434582 ,3.289113   ,1.941423,
531      ,-4616.805330,4943.549843,-9560.355173 ,3.298999   ,1.975026,
532      ,-4616.368262,4950.310378,-9566.678640 ,3.303510   ,1.995460,
533      ,-4616.150740,4952.097685,-9568.248425 ,3.304703   ,2.007885,
534      ,-4616.214186,4950.942356,-9567.156542 ,3.303932   ,2.015496,
535      ,-4616.099464,4946.385487,-9562.484950 ,3.300891   ,2.017452,
536      ,-4615.584882,4940.574467,-9556.159349 ,3.297013   ,2.017358,
537      ,-4615.067667,4940.357920,-9555.425588 ,3.296869   ,2.026698,
538      ,-4614.912404,4952.465824,-9567.378228 ,3.304949   ,2.056444,
539      ,-4615.153248,4978.396276,-9593.549525 ,3.322253   ,2.108593,
540      ,-4615.743783,5013.248855,-9628.992638 ,3.345511   ,2.174512,
541      ,-4616.403764,5047.127267,-9663.531031 ,3.368120   ,2.237088,
542      ,-4616.792572,5069.376677,-9686.169248 ,3.382967   ,2.277882,
543      ,-4616.862889,5073.327042,-9690.189931 ,3.385604   ,2.285370,
544      ,-4616.762012,5057.637013,-9674.399026 ,3.375133   ,2.257320,
545      ,-4616.600435,5024.789473,-9641.389908 ,3.353213   ,2.198402,
546      ,-4616.250613,4979.936198,-9596.186811 ,3.323281   ,2.118052,
547      ,-4615.692379,4931.724198,-9547.416577 ,3.291107   ,2.031723,
548      ,-4615.329813,4891.077385,-9506.407198 ,3.263982   ,1.958790,
549      ,-4615.248781,4866.183849,-9481.432630 ,3.247370   ,1.913410,
550      ,-4615.285138,4860.530151,-9475.815289 ,3.243597   ,1.901195,
551      ,-4615.768460,4873.278846,-9489.047305 ,3.252105   ,1.920594,
552      ,-4616.865895,4895.815541,-9512.681436 ,3.267144   ,1.957261,
553      ,-4617.560439,4912.329701,-9529.890140 ,3.278165   ,1.984414,
554      ,-4617.337915,4911.892690,-9529.230605 ,3.277873   ,1.983821,
555      ,-4616.860548,4895.344289,-9512.204837 ,3.266830   ,1.957414,
556      ,-4616.270477,4869.774273,-9486.044750 ,3.249766   ,1.916853,
557      ,-4615.592401,4844.956864,-9460.549265 ,3.233204   ,1.878130,
558      ,-4615.337239,4831.047593,-9446.384833 ,3.223922   ,1.858164,
559      ,-4615.833312,4831.832381,-9447.665693 ,3.224446   ,1.863339,
560      ,-4616.615837,4840.909607,-9457.525444 ,3.230504   ,1.883019,
561      ,-4616.971012,4847.626834,-9464.597845 ,3.234986   ,1.899586,
562      ,-4616.644078,4846.731889,-9463.375967 ,3.234389   ,1.904385,
563      ,-4615.894829,4842.414127,-9458.308956 ,3.231508   ,1.904083,
564      ,-4615.318147,4844.646209,-9459.964356 ,3.232997   ,1.914669,
565      ,-4615.452141,4860.683629,-9476.135770 ,3.243699   ,1.947655,
566      ,-4616.227408,4887.883131,-9504.110539 ,3.261851   ,1.998236,
567      ,-4616.997173,4914.744165,-9531.741338 ,3.279776   ,2.046983,
568      ,-4617.459595,4928.980005,-9546.439600 ,3.289276   ,2.073614,
569      ,-4617.685708,4922.671179,-9540.356887 ,3.285066   ,2.065475,
570      ,-4617.157558,4894.309717,-9511.467275 ,3.266139   ,2.019902,
571      ,-4616.171093,4853.170629,-9469.341722 ,3.238686   ,1.952353,
572      ,-4616.026004,4813.406710,-9429.432713 ,3.212150   ,1.887161,
573      ,-4616.470943,4779.981416,-9396.452359 ,3.189844   ,1.832747,
574      ,-4616.511186,4749.682084,-9366.193270 ,3.169624   ,1.784026,
575      ,-4615.952555,4723.065043,-9339.017598 ,3.151862   ,1.742408,
576      ,-4615.829683,4706.181184,-9322.010866 ,3.140595   ,1.718920,
577      ,-4615.688043,4702.201085,-9317.889128 ,3.137939   ,1.718099,
578      ,-4615.792626,4712.165998,-9327.958624 ,3.144589   ,1.741559,
579      ,-4616.294989,4732.306665,-9348.601654 ,3.158029   ,1.783055,
580      ,-4616.118766,4754.843096,-9370.961862 ,3.173068   ,1.828612,
581      ,-4615.917860,4777.703708,-9393.621568 ,3.188324   ,1.874855,
582      ,-4616.221351,4800.374963,-9416.596314 ,3.203453   ,1.920617,
583      ,-4616.688969,4817.565383,-9434.254352 ,3.214925   ,1.956610,
584      ,-4616.780259,4822.763740,-9439.543999 ,3.218394   ,1.971782,
585      ,-4616.656155,4814.198476,-9430.854631 ,3.212678   ,1.963628,
586      ,-4616.614481,4793.632082,-9410.246563 ,3.198954   ,1.935849,
587      ,-4616.190752,4764.069549,-9380.260301 ,3.179226   ,1.893753,
588      ,-4615.442276,4733.399378,-9348.841654 ,3.158758   ,1.851006,
589      ,-4615.046693,4713.055253,-9328.101946 ,3.145182   ,1.827329,
590      ,-4614.979298,4710.663960,-9325.643258 ,3.143586   ,1.835370,
591      ,-4614.995027,4728.724560,-9343.719587 ,3.155639   ,1.878889,
592      ,-4615.350623,4766.179979,-9381.530602 ,3.180634   ,1.955757,
593      ,-4616.284214,4815.538992,-9431.823205 ,3.213573   ,2.053080,
594      ,-4617.162375,4861.530411,-9478.692786 ,3.244265   ,2.144609,
595      ,-4617.274532,4889.553370,-9506.827902 ,3.262965   ,2.205168,
596      ,-4617.021191,4894.352165,-9511.373357 ,3.266168   ,2.225855,
597      ,-4616.745623,4877.476988,-9494.222611 ,3.254906   ,2.209140,
598      ,-4616.377706,4843.022292,-9459.399998 ,3.231913   ,2.161912,
599      ,-4615.804048,4797.733002,-9413.537050 ,3.201690   ,2.095742,
600      ,-4615.057263,4751.976545,-9367.033807 ,3.171156   ,2.028100,
601      ,-4614.758947,4717.284045,-9332.042992 ,3.148004   ,1.978586,
602      ,-4615.212664,4698.447501,-9313.660165 ,3.135434   ,1.955441,
603      ,-4615.952173,4689.952476,-9305.904649 ,3.129765   ,1.949488,
604      ,-4616.584146,4681.498407,-9298.082552 ,3.124123   ,1.943813,
605      ,-4616.884473,4664.465303,-9281.349775 ,3.112756   ,1.924304,
606      ,-4616.570914,4636.141745,-9252.712659 ,3.093855   ,1.886361,
607      ,-4615.692337,4602.995942,-9218.688279 ,3.071736   ,1.840377,
608      ,-4615.304325,4577.416894,-9192.721219 ,3.054666   ,1.807208,
609      ,-4615.561749,4565.950809,-9181.512557 ,3.047014   ,1.797564,
610      ,-4615.795527,4566.426901,-9182.222428 ,3.047332   ,1.807435,
611      ,-4615.952437,4574.766968,-9190.719405 ,3.052898   ,1.830082,
612      ,-4616.304393,4586.707999,-9203.012391 ,3.060866   ,1.858552,
613      ,-4616.532540,4596.133559,-9212.666099 ,3.067156   ,1.882425,
614      ,-4616.244058,4599.040406,-9215.284464 ,3.069096   ,1.894735,
615      ,-4615.778845,4597.952744,-9213.731589 ,3.068370   ,1.899664,
616      ,-4615.631264,4598.404781,-9214.036045 ,3.068672   ,1.906352,
617      ,-4616.017557,4602.147016,-9218.164573 ,3.071169   ,1.917814,
618      ,-4616.508033,4604.636791,-9221.144824 ,3.072831   ,1.926546,
619      ,-4616.639770,4600.080023,-9216.719793 ,3.069790   ,1.923010,
620      ,-4616.478872,4587.194923,-9203.673795 ,3.061191   ,1.905369,
621      ,-4616.108003,4569.639441,-9185.747444 ,3.049476   ,1.879804,
622      ,-4615.602347,4554.573658,-9170.176004 ,3.039422   ,1.858201,
623      ,-4615.264250,4550.574110,-9165.838360 ,3.036753   ,1.854794,
624      ,-4615.828979,4561.038240,-9176.867219 ,3.043736   ,1.876062,
625      ,-4616.361813,4578.504891,-9194.866704 ,3.055392   ,1.909557,
626      ,-4616.570536,4593.557964,-9210.128500 ,3.065437   ,1.940253,
627      ,-4616.491983,4601.973716,-9218.465699 ,3.071054   ,1.961214,
628      ,-4616.234858,4604.873904,-9221.108762 ,3.072989   ,1.973821,
629      ,-4616.167256,4606.015350,-9222.182605 ,3.073751   ,1.983935,
630      ,-4616.008891,4607.975748,-9223.984639 ,3.075059   ,1.994867,
631      ,-4616.094545,4612.945264,-9229.039809 ,3.078375   ,2.009848,
632      ,-4617.021066,4617.438033,-9234.459098 ,3.081373   ,2.023661,
633      ,-4617.249292,4610.050092,-9227.299384 ,3.076443   ,2.016776,
634      ,-4616.602753,4586.775601,-9203.378353 ,3.060911   ,1.983135,
635      ,-4615.632563,4556.750487,-9172.383050 ,3.040875   ,1.938175,
636      ,-4615.185013,4534.105434,-9149.290447 ,3.025763   ,1.905637,
637      ,-4615.659158,4525.826314,-9141.485471 ,3.020238   ,1.897715,
638      ,-4616.130289,4527.506991,-9143.637281 ,3.021359   ,1.907215,
639      ,-4616.137426,4533.027788,-9149.165214 ,3.025044   ,1.924325,
640      ,-4616.122227,4540.756676,-9156.878903 ,3.030201   ,1.946727,
641      ,-4615.984440,4550.742960,-9166.727401 ,3.036866   ,1.973768,
642      ,-4616.067816,4563.412517,-9179.480333 ,3.045320   ,2.005691,
643      ,-4616.507113,4575.805744,-9192.312857 ,3.053591   ,2.037231,
644      ,-4616.443615,4581.765356,-9198.208971 ,3.057568   ,2.057176,
645      ,-4616.056631,4580.102660,-9196.159291 ,3.056458   ,2.063375,
646      ,-4615.864146,4574.167970,-9190.032116 ,3.052498   ,2.061441,
647      ,-4615.785763,4566.265305,-9182.051068 ,3.047224   ,2.055183,
648      ,-4615.588568,4557.641284,-9173.229852 ,3.041469   ,2.046918,
649      ,-4615.300153,4550.886736,-9166.186889 ,3.036961   ,2.041372,
650      ,-4615.063230,4549.767060,-9164.830290 ,3.036214   ,2.045049,
651      ,-4615.030372,4557.152045,-9172.182417 ,3.041143   ,2.062792,
652      ,-4615.323628,4572.677240,-9188.000868 ,3.051503   ,2.094050,
653      ,-4615.759809,4591.609613,-9207.369422 ,3.064137   ,2.130834,
654      ,-4615.978555,4607.476132,-9223.454688 ,3.074725   ,2.162016,
655      ,-4615.938918,4616.488826,-9232.427744 ,3.080740   ,2.180906,
656      ,-4615.960374,4618.142093,-9234.102467 ,3.081843   ,2.186454,
657      ,-4616.155024,4611.724343,-9227.879368 ,3.077560   ,2.177468,
658      ,-4616.179174,4595.270556,-9211.449729 ,3.066580   ,2.150843,
659      ,-4615.803904,4569.456639,-9185.260544 ,3.049354   ,2.108177,
660      ,-4615.209675,4540.442793,-9155.652468 ,3.029992   ,2.060313,
661      ,-4614.857091,4517.228362,-9132.085453 ,3.014500   ,2.022886,
662      ,-4614.920971,4505.838520,-9120.759491 ,3.006899   ,2.006433,
663      ,-4615.114896,4507.045431,-9122.160326 ,3.007705   ,2.012431,
664      ,-4615.110401,4519.803694,-9134.914095 ,3.016219   ,2.038845,
665      ,-4615.259593,4544.094614,-9159.354208 ,3.032429   ,2.085309,
666      ,-4615.804020,4576.719878,-9192.523899 ,3.054201   ,2.146073,
667      ,-4616.314793,4608.655732,-9224.970525 ,3.075513   ,2.205636,
668      ,-4616.339408,4630.760631,-9247.100039 ,3.090264   ,2.248343,
669      ,-4616.039735,4640.021620,-9256.061355 ,3.096444   ,2.268782,
670      ,-4615.856593,4638.541297,-9254.397890 ,3.095456   ,2.270006,
671      ,-4615.786397,4628.749242,-9244.535639 ,3.088922   ,2.255505,
672      ,-4615.612673,4612.735799,-9228.348472 ,3.078235   ,2.228430,
673      ,-4615.383759,4594.067429,-9209.451189 ,3.065777   ,2.194795,
674      ,-4615.316831,4576.751172,-9192.068003 ,3.054222   ,2.161648,
675      ,-4615.204847,4563.146052,-9178.350899 ,3.045143   ,2.133008,
676      ,-4615.193258,4555.036437,-9170.229695 ,3.039731   ,2.112202,
677      ,-4615.695249,4551.618306,-9167.313556 ,3.037450   ,2.098667,
678      ,-4616.158391,4546.563897,-9162.722288 ,3.034077   ,2.082204,
679      ,-4616.056524,4534.231005,-9150.287529 ,3.025847   ,2.053827,
680      ,-4615.520302,4516.616415,-9132.136717 ,3.014092   ,2.017244,
681      ,-4614.864557,4502.639887,-9117.504444 ,3.004765   ,1.987129,
682      ,-4614.673917,4502.403028,-9117.076944 ,3.004607   ,1.980084,
683      ,-4615.316678,4518.619131,-9133.935810 ,3.015428   ,2.000583,
684      ,-4616.191709,4542.609165,-9158.800875 ,3.031438   ,2.033919,
685      ,-4616.632448,4561.678276,-9178.310724 ,3.044163   ,2.058823,
686      ,-4616.768125,4567.926082,-9184.694207 ,3.048332   ,2.062441,
687      ,-4616.627569,4559.229367,-9175.856936 ,3.042529   ,2.041281,
688      ,-4616.047557,4539.180235,-9155.227791 ,3.029149   ,2.001157,
689      ,-4615.432269,4517.265622,-9132.697891 ,3.014525   ,1.958066,
690      ,-4615.293912,4503.183330,-9118.477242 ,3.005127   ,1.928519,
691      ,-4615.617097,4499.902652,-9115.519749 ,3.002938   ,1.917795,
692      ,-4615.979966,4503.380015,-9119.359981 ,3.005259   ,1.919429,
693      ,-4616.145925,4507.794992,-9123.940918 ,3.008205   ,1.923900,
694      ,-4616.203642,4509.312747,-9125.516390 ,3.009218   ,1.924743,
695      ,-4616.319926,4505.717801,-9122.037727 ,3.006819   ,1.918014,
696      ,-4616.485976,4494.690756,-9111.176732 ,2.999460   ,1.899683,
697      ,-4616.341138,4474.624130,-9090.965268 ,2.986069   ,1.866897,
698      ,-4615.726656,4448.842785,-9064.569441 ,2.968864   ,1.825072,
699      ,-4615.044561,4426.978618,-9042.023179 ,2.954273   ,1.790179,
700      ,-4614.876899,4419.219214,-9034.096113 ,2.949095   ,1.779124,
701      ,-4615.418674,4428.144883,-9043.563557 ,2.955052   ,1.796292,
702      ,-4616.140187,4446.416297,-9062.556484 ,2.967245   ,1.829532,
703      ,-4616.405712,4463.669626,-9080.075338 ,2.978759   ,1.861591,
704      ,-4616.180586,4474.983073,-9091.163659 ,2.986308   ,1.884176,
705      ,-4615.871778,4482.055839,-9097.927616 ,2.991028   ,1.899807,
706      ,-4615.738421,4488.439830,-9104.178250 ,2.995289   ,1.913909,
707      ,-4615.706176,4495.955470,-9111.661646 ,3.000304   ,1.929007,
708      ,-4615.802445,4504.653248,-9120.455693 ,3.006108   ,1.945033,
709      ,-4616.133708,4512.442749,-9128.576458 ,3.011306   ,1.958690,
710      ,-4616.407649,4514.711124,-9131.118774 ,3.012820   ,1.962422,
711      ,-4616.215787,4508.211935,-9124.427722 ,3.008483   ,1.950840,
712      ,-4615.727183,4495.612965,-9111.340148 ,3.000075   ,1.928539,
713      ,-4615.334002,4483.795988,-9099.129990 ,2.992190   ,1.906995,
714      ,-4615.424806,4478.120378,-9093.545184 ,2.988402   ,1.895326,
715      ,-4616.009878,4477.182656,-9093.192534 ,2.987776   ,1.891719,
716      ,-4616.344418,4473.818076,-9090.162494 ,2.985531   ,1.884579,
717      ,-4615.994595,4464.073448,-9080.068043 ,2.979028   ,1.867646,
718      ,-4615.376821,4452.738953,-9068.115774 ,2.971464   ,1.849132,
719      ,-4615.177425,4448.254269,-9063.431693 ,2.968471   ,1.843129,
