Iteration,E_total,E_kinetic,E_potential,Temperature,Pressure,
720      ,-4615.552338,4453.798283,-9069.350620 ,2.972171   ,1.854789,
721      ,-4615.946373,4465.137643,-9081.084016 ,2.979738   ,1.876687,
722      ,-4615.873472,4477.341335,-9093.214806 ,2.987882   ,1.900040,
723      ,-4615.786137,4490.201850,-9105.987987 ,2.996464   ,1.924155,
724      ,-4616.193617,4503.578463,-9119.772080 ,3.005391   ,1.948514,
725      ,-4616.631120,4512.313083,-9128.944204 ,3.011220   ,1.964057,
726      ,-4616.728839,4510.800791,-9127.529630 ,3.010211   ,1.961632,
727      ,-4616.599457,4498.049265,-9114.648722 ,3.001701   ,1.940351,
728      ,-4616.174708,4477.797437,-9093.972144 ,2.988186   ,1.906969,
729      ,-4615.470927,4458.639469,-9074.110396 ,2.975402   ,1.875965,
730      ,-4615.212569,4451.496449,-9066.709018 ,2.970635   ,1.865818,
731      ,-4615.589884,4460.793052,-9076.382937 ,2.976839   ,1.883711,
732      ,-4615.823366,4482.388256,-9098.211622 ,2.991250   ,1.921831,
733      ,-4615.986064,4510.930889,-9126.916953 ,3.010298   ,1.970973,
734      ,-4616.257515,4541.421808,-9157.679323 ,3.030645   ,2.022406,
735      ,-4616.541405,4567.904600,-9184.446006 ,3.048318   ,2.065753,
736      ,-4616.679217,4584.498578,-9201.177795 ,3.059392   ,2.091048,
737      ,-4616.493400,4588.106544,-9204.599944 ,3.061799   ,2.093007,
738      ,-4616.335268,4580.064124,-9196.399392 ,3.056433   ,2.074233,
739      ,-4616.246762,4563.048495,-9179.295257 ,3.045077   ,2.039570,
740      ,-4615.788409,4540.636072,-9156.424480 ,3.030121   ,1.995143,
741      ,-4615.114385,4520.876512,-9135.990898 ,3.016935   ,1.954776,
742      ,-4615.047941,4513.272420,-9128.320360 ,3.011860   ,1.935088,
743      ,-4615.683148,4519.058734,-9134.741881 ,3.015722   ,1.938795,
744      ,-4615.836283,4531.309875,-9147.146158 ,3.023897   ,1.954158,
745      ,-4615.488280,4547.163686,-9162.651967 ,3.034477   ,1.976563,
746      ,-4615.373183,4569.710743,-9185.083926 ,3.049523   ,2.011021,
747      ,-4615.605894,4600.087511,-9215.693405 ,3.069795   ,2.058517,
748      ,-4616.314963,4633.595201,-9249.910164 ,3.092156   ,2.110839,
749      ,-4617.206741,4658.823060,-9276.029801 ,3.108991   ,2.148978,
750      ,-4617.389303,4663.059010,-9280.448312 ,3.111818   ,2.151695,
751      ,-4616.555404,4643.610537,-9260.165941 ,3.098839   ,2.114634,
752      ,-4615.237424,4612.346610,-9227.584033 ,3.077976   ,2.057568,
753      ,-4614.417041,4588.215071,-9202.632111 ,3.061872   ,2.012032,
754      ,-4614.635830,4583.746295,-9198.382126 ,3.058890   ,1.998925,
755      ,-4615.610906,4597.024618,-9212.635524 ,3.067751   ,2.015263,
756      ,-4616.644763,4614.682871,-9231.327634 ,3.079535   ,2.039288,
757      ,-4617.017622,4622.113108,-9239.130730 ,3.084493   ,2.047102,
758      ,-4616.476115,4613.998575,-9230.474690 ,3.079078   ,2.029982,
759      ,-4615.424547,4598.286092,-9213.710639 ,3.068593   ,2.000856,
760      ,-4615.217947,4588.592247,-9203.810195 ,3.062124   ,1.982730,
761      ,-4615.929244,4588.458787,-9204.388031 ,3.062035   ,1.981581,
762      ,-4616.304255,4590.133647,-9206.437902 ,3.063152   ,1.984186,
763      ,-4616.216870,4587.754424,-9203.971294 ,3.061565   ,1.981192,
764      ,-4616.116541,4580.982562,-9197.099103 ,3.057045   ,1.972287,
765      ,-4616.000178,4570.824295,-9186.824472 ,3.050266   ,1.958828,
766      ,-4615.876843,4558.614431,-9174.491273 ,3.042118   ,1.942866,
767      ,-4615.779441,4546.059870,-9161.839312 ,3.033740   ,1.927211,
768      ,-4615.539553,4535.340417,-9150.879970 ,3.026587   ,1.915244,
769      ,-4615.248214,4530.369711,-9145.617926 ,3.023270   ,1.913188,
770      ,-4615.352629,4534.757027,-9150.109655 ,3.026198   ,1.926956,
771      ,-4615.680930,4547.184394,-9162.865325 ,3.034491   ,1.953923,
772      ,-4615.795743,4563.102497,-9178.898240 ,3.045113   ,1.985970,
773      ,-4615.807810,4579.644444,-9195.452254 ,3.056152   ,2.018041,
774      ,-4615.989377,4595.192383,-9211.181760 ,3.066528   ,2.047223,
775      ,-4616.306998,4606.451683,-9222.758681 ,3.074042   ,2.067919,
776      ,-4616.425304,4609.108581,-9225.533885 ,3.075815   ,2.072930,
777      ,-4616.180735,4601.919550,-9218.100285 ,3.071017   ,2.060232,
778      ,-4615.735079,4588.895307,-9204.630386 ,3.062326   ,2.036387,
779      ,-4615.440014,4577.002952,-9192.442965 ,3.054390   ,2.012741,
780      ,-4615.413277,4571.542105,-9186.955382 ,3.050745   ,1.997751,
781      ,-4615.370350,4574.582972,-9189.953322 ,3.052775   ,1.994262,
782      ,-4615.502334,4586.681409,-9202.183744 ,3.060848   ,2.003053,
783      ,-4615.946091,4605.206576,-9221.152666 ,3.073211   ,2.019639,
784      ,-4616.457953,4623.200996,-9239.658948 ,3.085219   ,2.032242,
785      ,-4616.917043,4632.195259,-9249.112302 ,3.091221   ,2.026998,
786      ,-4617.048776,4625.316684,-9242.365460 ,3.086631   ,1.992940,
787      ,-4616.564288,4601.649481,-9218.213769 ,3.070837   ,1.929181,
788      ,-4615.887203,4568.922810,-9184.810014 ,3.048998   ,1.849753,
789      ,-4615.628894,4538.028168,-9153.657062 ,3.028380   ,1.774173,
790      ,-4615.701508,4515.279213,-9130.980721 ,3.013199   ,1.714057,
791      ,-4615.748735,4502.092405,-9117.841141 ,3.004399   ,1.672749,
792      ,-4615.762682,4498.650452,-9114.413134 ,3.002102   ,1.651461,
793      ,-4615.921916,4504.516639,-9120.438555 ,3.006017   ,1.650034,
794      ,-4616.149632,4517.286646,-9133.436278 ,3.014539   ,1.664437,
795      ,-4616.149834,4533.998175,-9150.148008 ,3.025691   ,1.689068,
796      ,-4616.190046,4553.519409,-9169.709455 ,3.038718   ,1.721495,
797      ,-4616.531275,4573.707113,-9190.238389 ,3.052190   ,1.757712,
798      ,-4616.688122,4589.389147,-9206.077270 ,3.062655   ,1.788419,
799      ,-4616.367513,4597.799954,-9214.167466 ,3.068268   ,1.808521,
800      ,-4615.855202,4602.555926,-9218.411128 ,3.071442   ,1.823670,
801      ,-4615.444180,4610.792348,-9226.236528 ,3.076939   ,1.845106,
802      ,-4615.375335,4628.368748,-9243.744083 ,3.088668   ,1.881960,
803      ,-4615.702288,4656.086374,-9271.788662 ,3.107165   ,1.934963,
804      ,-4616.349575,4688.447252,-9304.796828 ,3.128760   ,1.994492,
805      ,-4616.948940,4715.364455,-9332.313395 ,3.146723   ,2.043231,
806      ,-4616.952009,4728.022644,-9344.974653 ,3.155170   ,2.065711,
807      ,-4616.582035,4725.237114,-9341.819149 ,3.153311   ,2.059561,
808      ,-4616.448919,4711.296500,-9327.745419 ,3.144008   ,2.031943,
809      ,-4616.520834,4689.239515,-9305.760349 ,3.129289   ,1.988038,
810      ,-4616.291931,4660.778528,-9277.070458 ,3.110296   ,1.930924,
811      ,-4615.857778,4631.002542,-9246.860320 ,3.090425   ,1.869816,
812      ,-4615.686722,4606.992771,-9222.679493 ,3.074403   ,1.817522,
813      ,-4615.836826,4592.326141,-9208.162967 ,3.064615   ,1.780898,
814      ,-4616.364574,4585.007899,-9201.372473 ,3.059732   ,1.757968,
815      ,-4616.762843,4578.645382,-9195.408225 ,3.055486   ,1.739117,
816      ,-4616.357604,4569.741890,-9186.099494 ,3.049544   ,1.718856,
817      ,-4615.788893,4564.186186,-9179.975079 ,3.045837   ,1.707458,
818      ,-4615.647296,4569.704480,-9185.351776 ,3.049519   ,1.717842,
819      ,-4615.392871,4589.207184,-9204.600055 ,3.062534   ,1.753969,
820      ,-4615.760558,4623.042934,-9238.803492 ,3.085114   ,1.816744,
821      ,-4616.716460,4664.022114,-9280.738574 ,3.112461   ,1.893985,
822      ,-4617.084298,4699.111569,-9316.195867 ,3.135877   ,1.962936,
823      ,-4616.566340,4722.873130,-9339.439471 ,3.151734   ,2.013477,
824      ,-4616.541569,4739.037264,-9355.578833 ,3.162521   ,2.051807,
825      ,-4616.494402,4748.363911,-9364.858313 ,3.168745   ,2.077843,
826      ,-4616.346571,4750.182787,-9366.529358 ,3.169958   ,2.090146,
827      ,-4616.357740,4744.975713,-9361.333452 ,3.166484   ,2.089638,
828      ,-4616.064911,4733.089918,-9349.154829 ,3.158552   ,2.076509,
829      ,-4615.546218,4718.408465,-9333.954683 ,3.148754   ,2.057236,
830      ,-4615.145658,4707.791451,-9322.937109 ,3.141669   ,2.043238,
831      ,-4614.976397,4706.761308,-9321.737705 ,3.140982   ,2.043506,
832      ,-4615.103304,4717.003651,-9332.106954 ,3.147817   ,2.060768,
833      ,-4615.575829,4735.364326,-9350.940155 ,3.160070   ,2.089906,
834      ,-4616.292091,4753.717856,-9370.009947 ,3.172318   ,2.117774,
835      ,-4616.721786,4761.731385,-9378.453171 ,3.177665   ,2.127489,
836      ,-4616.318258,4754.404685,-9370.722943 ,3.172776   ,2.110797,
837      ,-4615.454251,4738.179855,-9353.634106 ,3.161949   ,2.078592,
838      ,-4614.981004,4725.673813,-9340.654817 ,3.153603   ,2.052119,
839      ,-4614.866480,4725.449144,-9340.315623 ,3.153453   ,2.045234,
840      ,-4615.062926,4739.771184,-9354.834110 ,3.163010   ,2.061482,
841      ,-4615.742010,4764.718491,-9380.460501 ,3.179659   ,2.094448,
842      ,-4616.401999,4790.118035,-9406.520034 ,3.196609   ,2.126948,
843      ,-4616.559532,4805.969963,-9422.529495 ,3.207187   ,2.142129,
844      ,-4616.364198,4809.037528,-9425.401726 ,3.209234   ,2.134627,
845      ,-4616.164766,4801.927788,-9418.092554 ,3.204490   ,2.108852,
846      ,-4616.063821,4788.761262,-9404.825083 ,3.195703   ,2.071821,
847      ,-4615.965695,4773.194666,-9389.160361 ,3.185315   ,2.029996,
848      ,-4615.652232,4759.333908,-9374.986140 ,3.176065   ,1.990468,
849      ,-4615.120829,4753.913379,-9369.034208 ,3.172448   ,1.964253,
850      ,-4615.331323,4763.590137,-9378.921460 ,3.178906   ,1.962658,
851      ,-4616.363120,4784.607158,-9400.970278 ,3.192931   ,1.979292,
852      ,-4617.216620,4802.084050,-9419.300669 ,3.204594   ,1.989225,
853      ,-4617.263853,4802.797137,-9420.060990 ,3.205070   ,1.970846,
854      ,-4616.718468,4784.795668,-9401.514137 ,3.193057   ,1.921569,
855      ,-4615.926261,4756.317096,-9372.243357 ,3.174052   ,1.855422,
856      ,-4615.231960,4730.224810,-9345.456771 ,3.156640   ,1.793986,
857      ,-4615.098574,4717.554998,-9332.653572 ,3.148185   ,1.755975,
858      ,-4615.614809,4720.985156,-9336.599965 ,3.150474   ,1.746153,
859      ,-4616.305840,4733.806862,-9350.112702 ,3.159030   ,1.753439,
860      ,-4616.715521,4746.070706,-9362.786227 ,3.167214   ,1.761283,
861      ,-4616.824954,4750.977427,-9367.802382 ,3.170489   ,1.758420,
862      ,-4616.757517,4746.282943,-9363.040460 ,3.167356   ,1.741107,
863      ,-4616.545524,4733.240928,-9349.786452 ,3.158653   ,1.711401,
864      ,-4616.301575,4715.757046,-9332.058621 ,3.146985   ,1.675947,
865      ,-4615.981596,4699.235408,-9315.217004 ,3.135960   ,1.643669,
866      ,-4615.526992,4690.648889,-9306.175881 ,3.130229   ,1.625755,
867      ,-4615.639187,4696.770636,-9312.409824 ,3.134315   ,1.633610,
868      ,-4616.432199,4716.136221,-9332.568421 ,3.147238   ,1.664962,
869      ,-4616.624544,4739.409194,-9356.033738 ,3.162769   ,1.703547,
870      ,-4616.335287,4762.196623,-9378.531910 ,3.177976   ,1.742060,
871      ,-4616.647622,4784.683741,-9401.331363 ,3.192982   ,1.781263,
872      ,-4617.094360,4801.747311,-9418.841672 ,3.204369   ,1.812131,
873      ,-4617.245538,4806.246149,-9423.491687 ,3.207371   ,1.822813,
874      ,-4617.288364,4794.853177,-9412.141542 ,3.199769   ,1.808396,
875      ,-4616.943188,4768.297812,-9385.241001 ,3.182047   ,1.770259,
876      ,-4615.858415,4734.685790,-9350.544204 ,3.159617   ,1.721492,
877      ,-4615.147438,4710.173536,-9325.320974 ,3.143259   ,1.689193,
878      ,-4615.581960,4704.624153,-9320.206113 ,3.139556   ,1.689946,
879      ,-4616.120932,4713.267010,-9329.387942 ,3.145323   ,1.715060,
880      ,-4616.480939,4726.827704,-9343.308643 ,3.154373   ,1.749115,
881      ,-4616.622554,4738.356607,-9354.979161 ,3.162066   ,1.780220,
882      ,-4616.664935,4744.246027,-9360.910962 ,3.165997   ,1.802035,
883      ,-4616.647367,4743.066266,-9359.713633 ,3.165209   ,1.812064,
884      ,-4616.281443,4735.508168,-9351.789611 ,3.160166   ,1.811324,
885      ,-4615.586041,4726.934063,-9342.520104 ,3.154444   ,1.808713,
886      ,-4615.210816,4726.026494,-9341.237310 ,3.153838   ,1.818892,
887      ,-4615.559962,4736.954487,-9352.514449 ,3.161131   ,1.848970,
888      ,-4616.175024,4754.874248,-9371.049272 ,3.173089   ,1.890798,
889      ,-4616.477724,4771.308380,-9387.786104 ,3.184056   ,1.930186,
890      ,-4616.429170,4781.611672,-9398.040842 ,3.190932   ,1.959409,
891      ,-4616.254518,4786.326664,-9402.581182 ,3.194079   ,1.979270,
892      ,-4615.975483,4788.734138,-9404.709621 ,3.195685   ,1.994868,
893      ,-4615.639788,4793.501786,-9409.141574 ,3.198867   ,2.013592,
894      ,-4615.514694,4805.031495,-9420.546189 ,3.206561   ,2.042566,
895      ,-4615.605796,4824.384298,-9439.990094 ,3.219476   ,2.083242,
896      ,-4615.694971,4849.224785,-9464.919756 ,3.236053   ,2.131217,
897      ,-4616.000208,4875.657875,-9491.658083 ,3.253692   ,2.179780,
898      ,-4616.456262,4897.173823,-9513.630085 ,3.268051   ,2.217666,
899      ,-4616.615681,4906.315828,-9522.931509 ,3.274151   ,2.231905,
900      ,-4616.404512,4899.992650,-9516.397162 ,3.269932   ,2.217199,
901      ,-4616.068094,4880.939091,-9497.007185 ,3.257217   ,2.178286,
902      ,-4615.835676,4854.612554,-9470.448231 ,3.239648   ,2.124724,
903      ,-4615.798763,4825.680612,-9441.479375 ,3.220341   ,2.065127,
904      ,-4615.795446,4796.683514,-9412.478960 ,3.200990   ,2.004711,
905      ,-4615.454445,4770.468515,-9385.922960 ,3.183496   ,1.948800,
906      ,-4615.410998,4752.549443,-9367.960441 ,3.171538   ,1.907628,
907      ,-4616.192313,4743.520168,-9359.712480 ,3.165512   ,1.883472,
908      ,-4616.553753,4735.399565,-9351.953317 ,3.160093   ,1.863271,
909      ,-4616.117290,4724.270051,-9340.387341 ,3.152666   ,1.841133,
910      ,-4615.438720,4716.554676,-9331.993395 ,3.147517   ,1.828065,
911      ,-4614.950988,4722.807903,-9337.758891 ,3.151690   ,1.841114,
912      ,-4615.161772,4749.721540,-9364.883312 ,3.169651   ,1.890974,
913      ,-4615.990338,4793.233939,-9409.224277 ,3.198688   ,1.970389,
914      ,-4616.518559,4840.857171,-9457.375730 ,3.230469   ,2.057427,
915      ,-4616.706663,4882.297487,-9499.004150 ,3.258123   ,2.134010,
916      ,-4616.808230,4912.430167,-9529.238396 ,3.278232   ,2.190289,
917      ,-4616.768621,4928.905752,-9545.674373 ,3.289226   ,2.220782,
918      ,-4616.638277,4931.811594,-9548.449871 ,3.291166   ,2.224617,
919      ,-4616.703420,4922.534916,-9539.238336 ,3.284975   ,2.204094,
920      ,-4616.508287,4902.155082,-9518.663370 ,3.271375   ,2.161072,
921      ,-4615.538953,4876.978910,-9492.517863 ,3.254574   ,2.105836,
922      ,-4615.407960,4859.756899,-9475.164859 ,3.243081   ,2.060994,
923      ,-4616.114712,4853.392795,-9469.507507 ,3.238834   ,2.031972,
924      ,-4616.501804,4849.509907,-9466.011710 ,3.236243   ,2.005256,
925      ,-4616.632235,4841.590681,-9458.222915 ,3.230958   ,1.971271,
926      ,-4616.538829,4827.966203,-9444.505032 ,3.221866   ,1.927791,
927      ,-4616.443410,4810.546956,-9426.990366 ,3.210242   ,1.878467,
928      ,-4616.466847,4792.068382,-9408.535229 ,3.197910   ,1.828217,
929      ,-4616.734375,4773.546191,-9390.280566 ,3.185550   ,1.779400,
930      ,-4616.750049,4753.826037,-9370.576085 ,3.172390   ,1.730413,
931      ,-4616.050502,4735.345034,-9351.395536 ,3.160057   ,1.685174,
932      ,-4615.432377,4727.565279,-9342.997656 ,3.154865   ,1.659599,
933      ,-4615.689557,4737.581899,-9353.271455 ,3.161549   ,1.665544,
934      ,-4616.494758,4760.891372,-9377.386130 ,3.177105   ,1.695266,
935      ,-4617.190524,4785.105645,-9402.296170 ,3.193264   ,1.728126,
936      ,-4617.426109,4799.407276,-9416.833385 ,3.202808   ,1.746157,
937      ,-4617.007867,4800.841633,-9417.849500 ,3.203765   ,1.743913,
938      ,-4616.315298,4795.946588,-9412.261886 ,3.200498   ,1.731581,
939      ,-4616.170726,4794.366099,-9410.536826 ,3.199444   ,1.724927,
940      ,-4616.533100,4798.819454,-9415.352554 ,3.202415   ,1.728225,
941      ,-4616.838075,4804.791347,-9421.629422 ,3.206401   ,1.734027,
942      ,-4616.945176,4807.333651,-9424.278827 ,3.208097   ,1.734652,
943      ,-4616.720959,4804.964173,-9421.685132 ,3.206516   ,1.727782,
944      ,-4616.363615,4800.821062,-9417.184677 ,3.203751   ,1.718707,
945      ,-4616.249043,4799.791051,-9416.040094 ,3.203064   ,1.715717,
946      ,-4616.162664,4804.654801,-9420.817466 ,3.206310   ,1.723152,
947      ,-4616.188756,4816.686791,-9432.875546 ,3.214339   ,1.743175,
948      ,-4616.778051,4833.520046,-9450.298097 ,3.225572   ,1.772558,
949      ,-4617.091166,4846.788616,-9463.879782 ,3.234427   ,1.797224,
950      ,-4616.799132,4850.852670,-9467.651802 ,3.237139   ,1.807827,
951      ,-4616.284505,4848.294827,-9464.579332 ,3.235432   ,1.808534,
952      ,-4615.944360,4845.711485,-9461.655845 ,3.233708   ,1.809849,
953      ,-4616.075926,4847.515226,-9463.591152 ,3.234912   ,1.818847,
954      ,-4616.474556,4852.173388,-9468.647943 ,3.238020   ,1.832841,
955      ,-4616.615067,4854.845736,-9471.460803 ,3.239804   ,1.843662,
956      ,-4616.402539,4853.613776,-9470.016315 ,3.238981   ,1.848123,
957      ,-4616.316924,4850.534838,-9466.851763 ,3.236927   ,1.849849,
958      ,-4616.346489,4846.933930,-9463.280419 ,3.234524   ,1.850885,
959      ,-4615.997769,4843.542900,-9459.540670 ,3.232261   ,1.851827,
960      ,-4615.701744,4844.341310,-9460.043054 ,3.232794   ,1.859127,
961      ,-4616.093697,4851.782033,-9467.875730 ,3.237759   ,1.876862,
962      ,-4616.833929,4860.225947,-9477.059877 ,3.243394   ,1.895431,
963      ,-4617.107829,4860.253712,-9477.361542 ,3.243413   ,1.898986,
964      ,-4616.560997,4849.173460,-9465.734458 ,3.236018   ,1.882824,
965      ,-4616.098956,4834.139098,-9450.238054 ,3.225985   ,1.859195,
966      ,-4616.326286,4821.461985,-9437.788270 ,3.217526   ,1.839086,
967      ,-4616.275364,4810.382274,-9426.657638 ,3.210132   ,1.821005,
968      ,-4615.905638,4801.462139,-9417.367778 ,3.204179   ,1.806471,
969      ,-4615.849688,4798.182858,-9414.032547 ,3.201991   ,1.802085,
970      ,-4615.904846,4801.065372,-9416.970218 ,3.203914   ,1.808813,
971      ,-4615.885476,4808.613814,-9424.499289 ,3.208951   ,1.824329,
972      ,-4616.056819,4819.463605,-9435.520424 ,3.216192   ,1.846691,
973      ,-4616.423595,4830.445507,-9446.869102 ,3.223521   ,1.870628,
974      ,-4616.605013,4836.980144,-9453.585157 ,3.227881   ,1.888191,
975      ,-4616.446924,4837.384301,-9453.831225 ,3.228151   ,1.896232,
976      ,-4616.345386,4834.187096,-9450.532482 ,3.226017   ,1.898916,
977      ,-4616.493963,4829.667599,-9446.161562 ,3.223001   ,1.900081,
978      ,-4616.439492,4823.871188,-9440.310680 ,3.219133   ,1.899637,
979      ,-4615.960115,4819.322972,-9435.283087 ,3.216098   ,1.901628,
980      ,-4615.653744,4822.742687,-9438.396432 ,3.218380   ,1.917318,
981      ,-4615.926058,4837.994380,-9453.920438 ,3.228558   ,1.953038,
982      ,-4616.298328,4861.435923,-9477.734251 ,3.244201   ,2.002062,
983      ,-4616.546890,4886.505838,-9503.052728 ,3.260931   ,2.052898,
984      ,-4616.829707,4907.315412,-9524.145119 ,3.274818   ,2.095163,
985      ,-4616.882814,4918.846194,-9535.729008 ,3.282513   ,2.119356,
986      ,-4616.689535,4919.624937,-9536.314472 ,3.283033   ,2.122007,
987      ,-4616.953673,4910.636478,-9527.590151 ,3.277035   ,2.104788,
988      ,-4617.394975,4888.674062,-9506.069036 ,3.262378   ,2.062640,
989      ,-4616.912939,4850.355908,-9467.268847 ,3.236807   ,1.990244,
990      ,-4615.604943,4804.223813,-9419.828755 ,3.206022   ,1.902649,
991      ,-4614.870337,4768.769100,-9383.639437 ,3.182362   ,1.831907,
992      ,-4615.345418,4755.276023,-9370.621440 ,3.173357   ,1.797893,
993      ,-4616.156550,4759.491634,-9375.648184 ,3.176171   ,1.794184,
994      ,-4616.819276,4770.117949,-9386.937226 ,3.183262   ,1.803158,
995      ,-4616.998202,4777.364878,-9394.363081 ,3.188098   ,1.809246,
996      ,-4616.465222,4778.489882,-9394.955103 ,3.188849   ,1.807881,
997      ,-4615.799413,4779.343148,-9395.142561 ,3.189418   ,1.808867,
998      ,-4615.345445,4788.243590,-9403.589035 ,3.195358   ,1.825567,
999      ,-4615.445142,4809.947871,-9425.393014 ,3.209842   ,1.865518,
1000     ,-4616.112001,4841.479617,-9457.591618 ,3.230884   ,1.923413,
1001     ,-4616.618765,4873.129340,-9489.748105 ,3.252005   ,1.982305,
1002     ,-4616.576236,4896.984147,-9513.560383 ,3.267924   ,2.028289,
1003     ,-4616.330222,4912.025304,-9528.355527 ,3.277961   ,2.059168,
1004     ,-4616.129131,4920.903224,-9537.032356 ,3.283886   ,2.078763,
1005     ,-4616.015298,4926.349485,-9542.364783 ,3.287521   ,2.091217,
1006     ,-4616.178517,4929.597822,-9545.776339 ,3.289688   ,2.098770,
1007     ,-4616.292090,4929.339854,-9545.631945 ,3.289516   ,2.099239,
1008     ,-4615.916726,4925.671364,-9541.588090 ,3.287068   ,2.092418,
1009     ,-4615.536274,4923.991074,-9539.527347 ,3.285947   ,2.087138,
1010     ,-4615.918054,4928.586614,-9544.504668 ,3.289013   ,2.090701,
1011     ,-4616.642222,4934.440107,-9551.082329 ,3.292920   ,2.094713,
1012     ,-4616.836648,4932.151708,-9548.988356 ,3.291393   ,2.083575,
1013     ,-4616.331709,4919.075545,-9535.407254 ,3.282666   ,2.052985,
1014     ,-4615.952662,4901.236880,-9517.189543 ,3.270762   ,2.013312,
1015     ,-4616.134025,4883.823032,-9499.957057 ,3.259141   ,1.973437,
1016     ,-4616.260699,4865.983484,-9482.244183 ,3.247236   ,1.931965,
1017     ,-4615.973767,4847.054085,-9463.027852 ,3.234604   ,1.888186,
1018     ,-4615.766957,4830.837209,-9446.604166 ,3.223782   ,1.849231,
1019     ,-4616.074605,4820.343320,-9436.417925 ,3.216779   ,1.820923,
1020     ,-4616.344524,4813.468240,-9429.812764 ,3.212191   ,1.799986,
1021     ,-4616.323644,4808.062648,-9424.386292 ,3.208584   ,1.783140,
1022     ,-4616.743268,4803.551857,-9420.295125 ,3.205573   ,1.770369,
1023     ,-4616.942810,4796.112627,-9413.055437 ,3.200609   ,1.754943,
1024     ,-4616.327960,4785.134929,-9401.462889 ,3.193283   ,1.735206,
1025     ,-4615.822069,4778.531224,-9394.353293 ,3.188876   ,1.724411,
1026     ,-4615.909610,4783.126072,-9399.035683 ,3.191943   ,1.733588,
1027     ,-4616.444428,4797.164818,-9413.609246 ,3.201311   ,1.759668,
1028     ,-4616.872972,4812.518702,-9429.391673 ,3.211557   ,1.789073,
1029     ,-4616.718195,4822.585285,-9439.303479 ,3.218275   ,1.810601,
1030     ,-4616.177995,4828.500728,-9444.678723 ,3.222223   ,1.825857,
1031     ,-4615.639445,4837.255200,-9452.894646 ,3.228065   ,1.845814,
1032     ,-4615.410861,4856.025756,-9471.436617 ,3.240591   ,1.881555,
1033     ,-4615.814429,4886.752841,-9502.567270 ,3.261096   ,1.935742,
1034     ,-4616.649589,4922.674264,-9539.323853 ,3.285068   ,1.996583,
1035     ,-4617.396889,4951.165985,-9568.562874 ,3.304081   ,2.042701,
1036     ,-4617.458472,4961.713433,-9579.171904 ,3.311120   ,2.056103,
1037     ,-4616.893584,4953.493024,-9570.386608 ,3.305634   ,2.035033,
1038     ,-4616.610755,4933.900821,-9550.511576 ,3.292560   ,1.992066,
1039     ,-4616.999803,4907.788513,-9524.788316 ,3.275134   ,1.936002,
1040     ,-4617.151834,4873.461476,-9490.613309 ,3.252227   ,1.864715,
1041     ,-4616.430611,4832.689325,-9449.119936 ,3.225018   ,1.782086,
1042     ,-4615.452537,4797.987127,-9413.439664 ,3.201860   ,1.709905,
1043     ,-4615.647904,4783.309888,-9398.957792 ,3.192065   ,1.672679,
1044     ,-4616.616209,4788.150919,-9404.767127 ,3.195296   ,1.669876,
1045     ,-4616.790528,4802.012879,-9418.803407 ,3.204546   ,1.683423,
1046     ,-4616.387231,4821.396203,-9437.783433 ,3.217482   ,1.707246,
1047     ,-4616.616674,4848.473739,-9465.090413 ,3.235551   ,1.744699,
1048     ,-4617.155179,4878.886640,-9496.041819 ,3.255847   ,1.787329,
1049     ,-4617.211637,4904.265618,-9521.477255 ,3.272783   ,1.820209,
1050     ,-4617.075600,4921.133812,-9538.209412 ,3.284040   ,1.837552,
1051     ,-4617.022599,4929.516620,-9546.539219 ,3.289634   ,1.839492,
1052     ,-4616.855092,4929.770592,-9546.625684 ,3.289804   ,1.826668,
1053     ,-4616.637394,4923.671829,-9540.309222 ,3.285734   ,1.802520,
1054     ,-4616.551153,4913.867930,-9530.419082 ,3.279191   ,1.772114,
1055     ,-4616.530207,4901.972280,-9518.502487 ,3.271253   ,1.738681,
1056     ,-4616.553180,4888.742909,-9505.296088 ,3.262424   ,1.704120,
1057     ,-4616.776786,4874.051635,-9490.828421 ,3.252620   ,1.669113,
1058     ,-4617.051017,4855.758249,-9472.809265 ,3.240413   ,1.631030,
1059     ,-4616.788019,4832.674468,-9449.462487 ,3.225008   ,1.588450,
1060     ,-4616.089323,4811.063218,-9427.152540 ,3.210586   ,1.552330,
1061     ,-4615.742704,4802.575382,-9418.318086 ,3.204922   ,1.542590,
1062     ,-4615.142379,4817.022789,-9432.165168 ,3.214563   ,1.574011,
1063     ,-4615.883682,4861.283097,-9477.166778 ,3.244099   ,1.658041,
1064     ,-4618.230989,4921.520144,-9539.751133 ,3.284298   ,1.771785,
1065     ,-4618.827597,4966.508498,-9585.336095 ,3.314320   ,1.861230,
1066     ,-4618.181180,4982.671011,-9600.852191 ,3.325106   ,1.904314,
1067     ,-4617.189804,4977.112012,-9594.301816 ,3.321396   ,1.912084,
1068     ,-4616.026186,4965.739247,-9581.765433 ,3.313807   ,1.909094,
1069     ,-4615.909516,4964.356728,-9580.266244 ,3.312884   ,1.921091,
1070     ,-4616.828379,4974.091572,-9590.919951 ,3.319380   ,1.949710,
1071     ,-4616.967458,4983.124709,-9600.092167 ,3.325409   ,1.974412,
1072     ,-4616.437410,4986.300802,-9602.738211 ,3.327528   ,1.986824,
1073     ,-4616.183860,4987.596954,-9603.780815 ,3.328393   ,1.993428,
1074     ,-4616.463673,4989.538404,-9606.002077 ,3.329689   ,1.997821,
1075     ,-4616.854515,4988.969668,-9605.824183 ,3.329309   ,1.994335,
